0 Sent 0 bytes 0 pkt (dropped 0, overlimits 0 requeues 0) 
31.7 Sent 99346 bytes 1293 pkt (dropped 2101, overlimits 2101 requeues 0) 
31.8 Sent 99346 bytes 1293 pkt (dropped 2101, overlimits 2101 requeues 0) 
31.9 Sent 100426 bytes 1305 pkt (dropped 2101, overlimits 2101 requeues 0) 
32.0 Sent 100426 bytes 1305 pkt (dropped 2101, overlimits 2101 requeues 0) 
32.1 Sent 100624 bytes 1308 pkt (dropped 2101, overlimits 2101 requeues 0) 
32.2 Sent 100624 bytes 1308 pkt (dropped 2101, overlimits 2101 requeues 0) 
32.3 Sent 100756 bytes 1310 pkt (dropped 2101, overlimits 2101 requeues 0) 
32.4 Sent 100756 bytes 1310 pkt (dropped 2101, overlimits 2101 requeues 0) 
32.5 Sent 100822 bytes 1311 pkt (dropped 2101, overlimits 2101 requeues 0) 
32.6 Sent 100822 bytes 1311 pkt (dropped 2101, overlimits 2101 requeues 0) 
32.7 Sent 100822 bytes 1311 pkt (dropped 2101, overlimits 2101 requeues 0) 
32.8 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
32.9 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
33.0 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
33.1 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
33.2 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
33.3 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
33.4 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
33.5 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
33.6 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
33.7 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
33.8 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
33.9 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
34.0 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
34.1 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
34.2 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
34.3 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
34.4 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
34.5 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
34.6 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
34.7 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
34.8 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
34.9 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
35.0 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
35.1 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
35.2 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
35.3 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
35.4 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
35.5 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
35.6 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
35.7 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
35.8 Sent 101452 bytes 1318 pkt (dropped 2101, overlimits 2101 requeues 0) 
35.9 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
36.0 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
36.1 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
36.2 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
36.3 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
36.4 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
36.5 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
36.6 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
36.7 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
36.8 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
36.9 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
37.0 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
37.1 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
37.2 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
37.3 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
37.4 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
37.5 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
37.6 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
37.7 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
37.8 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
37.9 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
38.0 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
38.1 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
38.2 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
38.3 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
38.4 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
38.5 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
38.6 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
38.7 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
38.8 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
38.9 Sent 101494 bytes 1319 pkt (dropped 2101, overlimits 2101 requeues 0) 
39.0 Sent 104134 bytes 1359 pkt (dropped 2259, overlimits 2259 requeues 0) 
39.1 Sent 104134 bytes 1359 pkt (dropped 2259, overlimits 2259 requeues 0) 
39.2 Sent 105916 bytes 1386 pkt (dropped 2272, overlimits 2272 requeues 0) 
39.3 Sent 105916 bytes 1386 pkt (dropped 2272, overlimits 2272 requeues 0) 
39.4 Sent 108886 bytes 1431 pkt (dropped 2385, overlimits 2385 requeues 0) 
39.5 Sent 111526 bytes 1471 pkt (dropped 2389, overlimits 2389 requeues 0) 
39.6 Sent 111592 bytes 1472 pkt (dropped 2389, overlimits 2389 requeues 0) 
39.7 Sent 111592 bytes 1472 pkt (dropped 2389, overlimits 2389 requeues 0) 
39.8 Sent 115024 bytes 1524 pkt (dropped 2450, overlimits 2450 requeues 0) 
39.9 Sent 117862 bytes 1567 pkt (dropped 2451, overlimits 2451 requeues 0) 
40.0 Sent 118390 bytes 1575 pkt (dropped 2451, overlimits 2451 requeues 0) 
40.1 Sent 118390 bytes 1575 pkt (dropped 2451, overlimits 2451 requeues 0) 
40.2 Sent 118390 bytes 1575 pkt (dropped 2451, overlimits 2451 requeues 0) 
40.3 Sent 121030 bytes 1615 pkt (dropped 2472, overlimits 2472 requeues 0) 
40.4 Sent 121030 bytes 1615 pkt (dropped 2472, overlimits 2472 requeues 0) 
40.5 Sent 121030 bytes 1615 pkt (dropped 2472, overlimits 2472 requeues 0) 
40.6 Sent 124264 bytes 1664 pkt (dropped 2484, overlimits 2484 requeues 0) 
40.7 Sent 124264 bytes 1664 pkt (dropped 2484, overlimits 2484 requeues 0) 
40.8 Sent 124264 bytes 1664 pkt (dropped 2484, overlimits 2484 requeues 0) 
40.9 Sent 124264 bytes 1664 pkt (dropped 2484, overlimits 2484 requeues 0) 
41.0 Sent 124264 bytes 1664 pkt (dropped 2484, overlimits 2484 requeues 0) 
41.1 Sent 124264 bytes 1664 pkt (dropped 2484, overlimits 2484 requeues 0) 
41.2 Sent 124264 bytes 1664 pkt (dropped 2484, overlimits 2484 requeues 0) 
41.3 Sent 124264 bytes 1664 pkt (dropped 2484, overlimits 2484 requeues 0) 
41.4 Sent 124264 bytes 1664 pkt (dropped 2484, overlimits 2484 requeues 0) 
41.5 Sent 124264 bytes 1664 pkt (dropped 2484, overlimits 2484 requeues 0) 
41.6 Sent 124924 bytes 1674 pkt (dropped 2484, overlimits 2484 requeues 0) 
41.7 Sent 124924 bytes 1674 pkt (dropped 2484, overlimits 2484 requeues 0) 
