0 Sent 0 bytes 0 pkt (dropped 0, overlimits 0 requeues 0) 
31.5 Sent 90678 bytes 1155 pkt (dropped 1629, overlimits 1629 requeues 0) 
31.6 Sent 90678 bytes 1155 pkt (dropped 1629, overlimits 1629 requeues 0) 
31.7 Sent 96824 bytes 1240 pkt (dropped 1717, overlimits 1717 requeues 0) 
31.8 Sent 101116 bytes 1298 pkt (dropped 1796, overlimits 1796 requeues 0) 
31.9 Sent 103276 bytes 1322 pkt (dropped 1796, overlimits 1796 requeues 0) 
32.0 Sent 103276 bytes 1322 pkt (dropped 1796, overlimits 1796 requeues 0) 
32.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
32.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
32.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
32.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
32.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
32.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
32.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
32.8 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
32.9 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
33.0 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
33.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
33.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
33.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
33.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
33.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
33.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
33.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
33.8 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
33.9 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
34.0 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
34.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
34.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
34.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
34.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
34.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
34.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
34.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
34.8 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
34.9 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
35.0 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
35.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
35.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
35.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
35.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
35.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
35.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
35.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
35.8 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
35.9 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
36.0 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
36.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
36.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
36.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
36.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
36.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
36.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
36.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
36.8 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
36.9 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
37.0 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
37.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
37.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
37.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
37.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
37.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
37.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
37.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
37.8 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
37.9 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
38.0 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
38.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
38.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
38.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
38.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
38.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
38.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
38.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
38.8 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
38.9 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
39.0 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
39.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
39.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
39.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
39.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
39.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
39.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
39.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
39.8 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
39.9 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
40.0 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
40.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
40.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
40.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
40.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
40.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
40.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
40.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
40.8 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
40.9 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
41.0 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
41.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
41.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
41.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
41.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
41.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
41.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
41.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
41.8 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
41.9 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
42.0 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
42.1 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
42.2 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
42.3 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
42.4 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
42.5 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
42.6 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
42.7 Sent 104086 bytes 1331 pkt (dropped 1796, overlimits 1796 requeues 0) 
